case_id,image_sha256,entity,issue,license,source
of1-0389,2b72044b59ebe5b73c77ca68514c434c7d6d4da276936098c71e860264161a15,radish,Flea beetles,CC-BY,other
of1-0390,7ac4130d7378a0a49f306789a4f90b02391e04a0118417c6a58aa06ff568bab8,radish,Mosaic virus disease,CC-BY,other
of1-0391,5671755c16c58774ba83a34a098ad190b9c5d9fa2065d9e566dc19c1c3cd0cbe,radish,Mosaic virus disease,CC-BY,other
of1-0392,9689bdd5eeefbb637733c9458f1e7f83a3d19f92f836ea78155ea44fe9f2de95,raspberry,Botrytis fruit rot or gray mold,CC-BY,Roboflow
of1-0393,3fe65ae443bb86d9c7275b9b053812efcb9d3f3b7c83b6adb381b928f6523e13,raspberry,Botrytis fruit rot or gray mold,CC-BY,Roboflow
of1-0394,d303a5987ceafbe24d1d53272bb182a79fcd8af93fdd72af3abdb85c74c2b96b,raspberry,Brown marmorated stink bug,MIT,Kaggle
of1-0395,bcb91527e3d16f58118861a7274f3d29c6ca963c2c842586f0ca43ab89382416,raspberry,Brown marmorated stink bug,MIT,Kaggle
of1-0396,fa2606de6f32d10845637b907b4407113298ce650867f25a73a894e46dd03e8f,raspberry,Leafhoppers,CC-BY,Kaggle
of1-0397,4d651e1e6d04d17ed2732b1c242271c991a8a34ec87327b6996f5918853663bd,raspberry,Leafhoppers,CC-BY,Kaggle
of1-0398,5c36db32fbc5f1fcf6de618ac537204b6c2640e00e07fbc21b9dd80868ce875a,raspberry,Phytophthora root and crown rot,CC-BY,other
of1-0399,ba48443ae064ae7907174b65d2572067974759ec75dcff83b24e35056dba182f,raspberry,Phytophthora root and crown rot,CC-BY,other
of1-0402,b30995707f8c2e39e544bb30f0980f06574634693c959657a35386bb63869257,raspberry,Thrips,CC-BY,Kaggle
of1-0403,bc0b3e35b5845a2c0cf1faa0f132109b332a8147e8ce9fec11092aa098890e8f,raspberry,Thrips,CC-BY,Kaggle
of1-0404,901b6bb75ffda30c0a647410e6a1fa3f3129ca83954a8a971e07d2c0f85e9955,raspberry,Yellow rust,CC-BY,Roboflow
of1-0405,9a463257938b80173370b77910172e9bc6a2d9f7c047ac59f5b6868c23b05765,raspberry,Yellow rust,CC-BY,Roboflow
of1-0408,14f48ccd4dbbbed8b23e6802b851341eb94b1499b7c5181762d71f2f7a99a154,rice_paddy,Leaf smut,CC0,Kaggle
of1-0409,21018d64f9403291c5cb859390e65746fbee030444d3fde990fee188197798f7,rice_paddy,Leaf smut,CC0,Kaggle
of1-0410,3237ed5146f0457a5ddae8a561a3f4a226b364b189b9f5b5c25d2708b8bf1340,ridge_gourd,Anthracnose,CC-BY,other
of1-0411,c9ced5867ba84ef225eeaf5949bc907da2bf38847b3dc3c1148fc6c2d28bd1c6,ridge_gourd,Anthracnose,CC-BY,other
of1-0412,915f39dc28853302b58bc8c58e6862f22fef36d75c407107615d4dc3eff0f905,ridge_gourd,Downy Mildew,CC-BY,other
of1-0413,174ba850124a96e1cef551315f9ba2b1d455dcb9b3350c6bccd50a408560f17d,ridge_gourd,Downy Mildew,CC-BY,other
of1-0414,05caa7119fbccc82b2f44d351a00c0d56e5e8745f13003fc8a6a8c401b61b3a0,ridge_gourd,Insect egg mass on leaf,CC-BY,Kaggle
of1-0415,4d31dd023b496981005d4b36baa283d6d43c3fb13402fc12c73c51a79fba1693,ridge_gourd,Insect egg mass on leaf,CC-BY,Kaggle
of1-0416,821307ab3cbc53f67c32fea48505e1401fe7ad40fb7aa48cc1db4b1a536c72c5,ridge_gourd,Mosaic virus syndrome,CC-BY,other
of1-0417,d32072add91aa304a4b2a2665574ce83a2524de3d08964dcf733162d4e428fdf,ridge_gourd,Mosaic virus syndrome,CC-BY,other
of1-0418,b7211d298a63ce7b5414d56419988b1fc52ac1a0122571a7fd502cf1e5716bdf,ridge_gourd,Pumpkin caterpillar damage,CC-BY,Kaggle
of1-0419,6e9e15e71de09f4fe8af8f27031c011a3d3a628d5a0aae7124f23efeab8a88d1,ridge_gourd,Pumpkin caterpillar damage,CC-BY,Kaggle
of1-0420,af69efe2d2fbbcad06ae21fabd9314c4396b2400facaa87663ce7bc9c5bca601,ridge_gourd,Pumpkin leaf-eating insect damage,CC-BY,Kaggle
of1-0421,efd16a101b17b09277c6e565a2d05a66d2ef67a65031b341c9dfa7afa1d86b17,ridge_gourd,Pumpkin leaf-eating insect damage,CC-BY,Kaggle
of1-0422,452ceb9e331986a1b336cd6afa7072a36f1ee162bf2868b3472d3c2d24c88bb8,ridge_gourd,Unspecified mite damage,MIT,Kaggle
of1-0423,2e0fa449cc5e010f0fb67b5201491ebba35e7cde646c00a9b042b3112a40a7b8,ridge_gourd,Unspecified mite damage,MIT,Kaggle
of1-0424,6b30a2e3b08b8d9d079dc6e9761edacc9da514775ccf9c7d9a48a70b5620d8fb,rubber,Anthracnose,CC-BY,Kaggle
of1-0425,719ae65e843fdba61e536b7239c74a0f5ca364e4f72a884ab5693c5b258f62c7,rubber,Anthracnose,CC-BY,other
of1-0426,312ae1b25e0e887f1b7598f286196926345db91b4dd1ebf2180acc2bedc20c14,rubber,Corynespora leaf fall disease,CC-BY,Kaggle
of1-0427,a18bab42719be18a5a9961c459f8b1932fa5967e55c601c2c47e2b298681b8c8,rubber,Corynespora leaf fall disease,CC-BY,Kaggle
of1-0428,a8d326a0f85b52279a00bce61b32b22b80e3753e26cb375f12a632dffc9bdf82,rubber,Leaf blight syndrome,CC-BY,Kaggle
of1-0429,1b480b74bab53cf59ea97b9f636a75171718d0d78dbe73da7f7242c8759ce68a,rubber,Leaf blight syndrome,CC-BY,Kaggle
of1-0430,1e63c6acf9ff1a86ca42b78895512e464510b29e19b29dad585966c1bf5e8578,rubber,Leaf spot syndrome,CC-BY,other
of1-0431,2a51864e94f77df4ee63e4107eb7b7c0bce68736c96f2ee83e786bd3fbcd6772,rubber,Leaf spot syndrome,CC-BY,other
of1-0432,bcce614c3b59bc66beacd7a9d18ed37be35c479da9d3d3c8641d709345917074,rubber,Powdery mildew,CC-BY,Roboflow
of1-0433,111c13ee38e632e023ae644d0cb296c3f62621b353454fa89a157647b4d56d23,rubber,Powdery mildew,CC-BY,Roboflow
of1-0434,a8d6fe1bc684b80ddd3f39377e1f193ebf3a22b6aee0014ba6221848d068c818,rye,Brown rust,CC-BY,other
of1-0435,a0604269b18155cc92fbe8d36087443fbecfcb6922fe856532efceb3e536b478,rye,Brown rust,CC-BY,other
of1-0436,513a7f5d35953dee257e6970e9c22dc9d47528f1d392b13067e6dd3d00bf47e2,snake_gourd,Anthracnose,CC-BY,other
of1-0437,44bdf19189a4c6b2c385ac2141e72a369a25d60a727baf28fa2898bd73a982be,snake_gourd,Anthracnose,CC-BY,other
of1-0438,b67c8caa2172e8afab87061bd6dbc0b4a86825f92ad1bec784b11965a6cc0dd6,snake_gourd,Leaf spot syndrome,CC-BY,Kaggle
of1-0439,81059ecd9ca3aba2566a0bdcf740dd4000cdc5d7538d34ec2f7cf3b672db9347,snake_gourd,Leaf spot syndrome,CC-BY,Kaggle
of1-0440,e1478cc6a8607c4a80716331de98690a65bab079b330eabd1556b2291b67babc,sorghum_jowar,Grain Mold,CC-BY,other
of1-0441,107f80f8fdf93da29cb2beeaf2610596e454665c71b78efea87bda990d094abd,sorghum_jowar,Grain Mold,CC-BY,other
of1-0442,105b07973eaff0398ca1a977e78f76285b76598b2ce2740fb8d0a6cf0333e3c9,sorghum_jowar,Loose Smut,CC-BY,other
of1-0443,5494e10390462d59a3273e38a2e473c8ed67da888a05f47baecdae083309b838,sorghum_jowar,Loose Smut,CC-BY,other
of1-0444,07c9dff4f8bf0b16ed61bface2e3833bea1acbb00933dbb4022b57135337bcf3,soybean,Cercospora leaf blight,CC0,other
of1-0445,f11407a8d483aa16a184ac699115fefe1de04cb62759d7386bb3b538d25ab228,soybean,Cercospora leaf blight,CC0,other
of1-0446,396539cd0ea9d9eb02735319ab6f8fd6600abf0e160b730768a720f6b03fff66,sponge_gourd,Alternaria leaf disease,CC-BY,other
of1-0447,1f4551dc7885a60489393ec02b2f90bc8f0c8edd3f81476bff50ff1b0b680e46,sponge_gourd,Alternaria leaf disease,CC-BY,other
of1-0448,1e61f6d84c5dbcc590b54144df0a5fad0b21a5656fb9e9cce00b314bef3d9ab9,sponge_gourd,Angular leaf spot disease,CC-BY,other
of1-0449,f0bd9ba499f721f7949439a34bd72a005e026f492309904193a535f5b82c8bf8,sponge_gourd,Angular leaf spot disease,CC-BY,other
of1-0450,04d93925d817fb390c6c02066ee3ea14c79061c243ffd6d513ed0b9370c78dcb,sponge_gourd,Anthracnose,CC-BY,other
of1-0451,3359d12f7937a01bf3d2892e881bf3cb72606033c20464361a28f9acb9120273,sponge_gourd,Anthracnose,CC-BY,other
of1-0452,b3f2ed12b6e153251a2181506a69bf5e7245615fa391b4a957fa8e14ff16faaa,sponge_gourd,Bacterial leaf spot,CC-BY,other
of1-0453,0f14d23b7c8bcd3c0769fcc8aad837da3283be344d4375b1f885e5f4ffdaa8a0,sponge_gourd,Bacterial leaf spot,CC-BY,other
of1-0454,47ed1ede48f61bc4f47d16fd8794591cf4f7458260f7c8ca13421032df3836ee,sponge_gourd,Downy Mildew,CC-BY,other
of1-0455,c7be5ecb2c211cc9ba08e1d14b8258d4d4cde3849242f6f1cd6d9a83e4c95592,sponge_gourd,Downy Mildew,CC-BY,other
of1-0456,8c3dbea3fdb14513b882f88d22702491f8645555671593e56ab10acc0fba1355,sponge_gourd,Mosaic virus syndrome,CC-BY,other
of1-0457,938f4f0bc813172be43045f7c121df83e13c8e06a815da2acfab9bc402832b0d,sponge_gourd,Mosaic virus syndrome,CC-BY,other
of1-0458,54a675a23a6571cb1a66b7279525dc7afe8169deb3335a2ff07744fcc3d9677d,squash,Alternaria leaf blight,CC0,Kaggle
of1-0459,ce6087599f3e8d1d364e7719910168732ef47d023dbbcd10724af0ce5546b179,squash,Alternaria leaf blight,CC0,Kaggle
of1-0460,c86b909ba98778a0e2896fb3d2f310d2e25356ac32eef4efeacedb212e47d35e,squash,Bacterial leaf spot,CC-BY,Kaggle
of1-0461,46055f9d992a431c6566b954a11c090be67a845c57948741a7c16a42e7d42a05,squash,Bacterial leaf spot,CC0,Kaggle
of1-0462,370ef98814919b6de21739c086f5158df052a7ab0030ee7e301f6db61abac3d9,squash,Bacterial wilt,CC-BY,Kaggle
of1-0463,dff102e248c213807b15fcbf0c15d724b320278629fcb899248d13a8b20023d0,squash,Bacterial wilt,CC0,Kaggle
of1-0464,a7ff020fbfece0671aa112bde870948706ec906182459f457ad0989536ac89b1,squash,Cucumber beetles,CC0,Kaggle
of1-0465,84469d72c98516697644eaa2cee773f85938cf980241cecaa32f265937ebba9d,squash,Cucumber beetles,CC0,Kaggle
of1-0466,db177ad9418cc592c8b723e0825239de3ce5f0fd7eb6b3bf8f039ab242028f7c,squash,Cutworms and armyworms,CC-BY,Kaggle
of1-0467,277d878446a838130a765ea5a75d793ffee886728380f06dfb1a6d442eb699a8,squash,Cutworms and armyworms,CC-BY,Kaggle
of1-0468,130d1c09903f6f7dc62531eac7d139c046e89a2c6a6f26e72981349313c4a425,squash,Greenhouse and silverleaf whiteflies,MIT,Kaggle
of1-0469,03ad1f5e1717fb6c18318f6fdfe56b5b445e6bcc969767c1b4e6335d1df59ab5,squash,Greenhouse and silverleaf whiteflies,MIT,Kaggle
of1-0470,30477b93ac2185bb2f51c43f6b80ee6affab95e445b743b8ad792c3ec7075446,squash,Gummy stem blight and black rot,CC0,Kaggle
of1-0471,84c09a8d483556a817637c43951fbc99810e8c85f95d2b9b78a242f3c31960aa,squash,Gummy stem blight and black rot,CC0,Kaggle
of1-0472,abbc973fd95a6063c07a798fd629dde3a2670637005bfd391041b0066c07f52f,squash,Orange pumpkin beetle,MIT,Kaggle
of1-0473,fc807d12f06bf4070784091c4df6f546efd024177ba128342ae14fc9f8b05c96,squash,Orange pumpkin beetle,MIT,Kaggle
of1-0474,31b92277c7b6d26452633a1c0920d196846b2810ed92b7fbad7a571d062a9d29,squash,Phytophthora blight and crown rot,CC0,Kaggle
of1-0475,0d59fa54d012af864eaeb942b026c15bcf4c9346028d402ba357c5185019bcd3,squash,Phytophthora blight and crown rot,CC0,Kaggle
of1-0476,89c7031635da8c8241d66e41661e47b65a9af7c7ce7d4f9de486e31ef10e4312,squash,Powdery mildew,CC0,Kaggle
of1-0477,d24fc796cb8f0fbac8c7abdf58cf708731b148a31b7b724e34421f6a4ce35ee6,squash,Powdery mildew,CC0,Kaggle
of1-0478,302d8817278663d586e95d1d5e9b0c4d2d1fcf1b32e3e2e094f6b3137b3233b9,squash,Red pumpkin beetle,CC-BY,Roboflow
of1-0479,978adb0513f67259dcf429476801072cb11db5ab448d3e30e86b2e2a6fcb4cb3,squash,Red pumpkin beetle,CC-BY,Roboflow
of1-0480,387e824e720bbfe4da4ee8afac17998f68ed946fff23b2e60cbcda2d6c18b127,squash,Southern blight,CC0,Kaggle
of1-0481,96c7bd24b0629742e645868a0730888a83d3b8454cc577efb8a65e89b2476814,squash,Southern blight,CC0,Kaggle
of1-0482,d999be8c24fcce3e9b7f9acadf94bd26db5d53fb44ca3186ac78547edd0352d4,squash,Squash bug,CC0,Kaggle
of1-0483,2f3bc1a6261a982aa9424c1bc5c646641ac00ceaf9cc7276bf3a0d761bb39681,squash,Squash bug,CC0,Kaggle
of1-0484,0664a9314ec83c9a165c1e1d0564e5a80f15cfecf02cd787cf633dbb70c3f2aa,squash,Squash leaf curl virus,CC-BY,Kaggle
of1-0485,78557d4a7617f3d55739f38a2944f6eef32c9be33f3a388042159c66f0e587ec,squash,Squash leaf curl virus,CC-BY,Kaggle
of1-0486,5702b76a10add8b9d3b332b898eca16abf9b10c5f26389305756d5b857612c77,squash,Squash vine borer,CC0,Kaggle
of1-0487,989da45f4dc1512a346ba83b75cc4e89af844bd12036117ec6762f034eb5832b,squash,Squash vine borer,CC0,Kaggle
of1-0488,a67f409819949ecf3228bf0de6b68316de7da0208987a933f513feb94f0e247a,squash,Thrips,CC-BY,Kaggle
of1-0489,80f2cda98bee74e8c6127aa0d2b1be9e3656afebf240e83c16ed80561a367003,squash,Thrips,CC-BY,Kaggle
of1-0490,40870200b22d256af7351421d96ea6e27eff6e2a583061bfe7a9711fc06564a6,strawberry,Leaf Scorch,CC0,Kaggle
of1-0491,03a659c73074cc6f38be962759db609331ce4d1b11c6c10c3bfae62093b104ab,strawberry,Leaf Scorch,CC0,Kaggle
of1-0492,6bc95713bdfe86f460d05adc70482b5316ea3269ccb4abf413b7e401c43f1a03,strawberry,Plague thrips,CC-BY,other
of1-0493,36cb512720fdef6a6f1a12d61f4ca9ba06017982eb998f97969866d33c5af90f,strawberry,Plague thrips,CC-BY,other
of1-0494,fd38b0ec3069a95e282bba13313fa2e10864291432d8015d7ebb0deb7551f7a9,strawberry,Western flower thrips,CC-BY,other
of1-0495,5d2583071333d758aeb281cef89cc761b853bab691604db2e7371a99c75ddb9a,strawberry,Western flower thrips,CC-BY,other
of1-0496,66f2fffff5a24a4f19177c2d94f49569c5c83edf5243f489739f1ecb4be98b63,sugarcane,Brown Spot,CC-BY,other
of1-0497,04e14b0ca09a76549861177d646c3d70f6efc9e1715a92a75dd339bf7aaf9f69,sugarcane,Brown Spot,CC-BY,other
of1-0498,58b365268b414d0d6fb8a967b9d23431ba14048be4bd02f382b06dccd6a2e2a6,sunflower,Alternaria leaf spot,CC-BY,other
of1-0499,f920c89ac17644dfdff108f203418ce508243c4f733f7ddc90f41b6d3335921b,sunflower,Alternaria leaf spot,CC-BY,other
of1-0500,793e93879966d2cb1ed0de5ea86c81a25264297f81b85c4071e7440dc794889d,sunflower,Downy mildew,CC-BY,other
of1-0501,b72136f4e915ed456f4c4fa7cb1817215826d379436fe26f8fce747409b000c6,sunflower,Downy mildew,CC-BY,other
of1-0502,28d66a645ec23d6fe57c1bb39214a68d6f1b1fc87b610ae397371f7707a52c65,sunflower,Gray mold,CC-BY,other
of1-0503,12fff09ea23082d5e6b03c7e847a9ad8ba5114dc5a7b78141a94c911f430f580,sunflower,Gray mold,CC-BY,other
of1-0504,42b3c5cf53aa487e66727acc795a8406b8fec291381fb184310f14ee8ebec9cf,sunflower,Powdery mildew,CC-BY,other
of1-0505,61d2d4bd29b1aa7a585e21faefcfd4522e758c8ca5831a5baaea3fd3746955ef,sunflower,Powdery mildew,CC-BY,other
of1-0506,a2ab7acdcbf9f5db6c780bbfa9a48d7d8369661ac09cf75e3ac8be99a2cd14b2,sunflower,Septoria leaf spot,CC-BY,other
of1-0507,ba5214618e55ddd12399322b7e9b7fa35b4224da1054847e2b659909a7d90970,sunflower,Septoria leaf spot,CC-BY,other
of1-0508,c638696189ea9bf02446165bdd48670d67765925e0d7259dc76845a79cd49c24,taro_colocasia,Leaf Blight,CC-BY,other
of1-0509,8110a892a20013fe276311e17de9204af6ffc57b6107ecaae558d8f792c53abe,taro_colocasia,Leaf Blight,CC-BY,other
of1-0510,75d0248a20b7f1a3233843d277d23344b470790b15db2222fb6f2f4857253af7,taro_colocasia,Mosaic,CC-BY,other
of1-0511,ee0b917e67a13b65fd5a43450bc4aee99d843ebf25e2072b59c72504e820ec83,taro_colocasia,Mosaic,CC-BY,other
of1-0512,e66c93304c3db13b30d388a8bd8297b84248f8f78172f4809d030071b52b66b3,taro_colocasia,Root Rot,CC-BY,other
of1-0513,5d1dfdafcc13fc9172d0bbd669bb871fdcb0c65725cb207e9ffa747e51eea7ab,taro_colocasia,Root Rot,CC-BY,other
of1-0514,06460adaad55709bb2bcf51b1dbf1c5ab97682c5cb027ae953905e39876fdf3d,tea,Anthracnose,CC-BY,Kaggle
of1-0515,710b1dc23315de24c9bafd9a88c4a97ecef7e5b0db4adbd4505ea8039458644b,tea,Anthracnose,CC-BY,Kaggle
of1-0516,e0399289c90aa477a4c8d8de36245296c612e01ba5688682b46d40260f62d20f,tea,Bird Eye Spot,CC-BY,Kaggle
of1-0517,77004372c9c45f598ec0d1b4c8144e7a3b66324a5550a5f641e41255d1ab3280,tea,Bird Eye Spot,CC-BY,Kaggle
of1-0518,b35089849277b4dad2949b14a1c45b10864835d0d711af5a9ef2d4e34c9f0306,tea,Brown Blight,CC-BY,Kaggle
of1-0519,8bb2fc15dff69305325c479c2150ac87dfad6601707bb6960cb420239fd8e050,tea,Brown Blight,CC-BY,Kaggle
of1-0520,01fd57b30870bc6b60fb61946c7b3e2174096b8565c213a3016788413e6a136f,tea,Grey Blight,CC-BY,Kaggle
of1-0521,e37f62c9cf34299d9de5c21236cb068678546daf723f3b9eee40f39d1537e695,tea,Grey Blight,CC-BY,Kaggle
of1-0522,44b4bcb0021fefb46aab54b5988038d0670969f3ff2764b69dd9c23e08e0333d,tea,Red Leaf Spot,CC-BY,Kaggle
of1-0523,94bb99ef8bd1c779dd1c99bb067268a3b3ebfd1e2ba88769f0ee2ead603c0294,tea,Red Leaf Spot,CC-BY,Kaggle
of1-0524,8d254f7070a68d0e347bbd2e324d52326849ee480ac7cb3451c0250f9fdca680,tea,White Spot,CC-BY,Kaggle
of1-0525,6701197fe505cdb9867df677003034ed3c5bcbfe036be639e59c6523a511c81d,tea,White Spot,CC-BY,Kaggle
of1-0526,15de42a1f8061dec473c9d52d96686056567a0914c2b054fef3784dfed4cb236,tea,White scab,CC-BY,other
of1-0527,e867fa6477ac0479a9726c611bf8b5287bbac620a12bbefb726e434ed5255cf0,tea,White scab,CC-BY,other
of1-0528,ee02669bda13146f978ef92cdeca090fca648cdeec874e64332da05400848f40,tomato,Brown leaf spot syndrome,CC-BY,Roboflow
of1-0529,7776ccaffa2563ad28bc36dbda654e18a6008e153659166a2c896a107137d9bb,tomato,Brown leaf spot syndrome,CC-BY,Roboflow
of1-0530,1a77a2a0d79844dfe56ef4dded5d3b5bcf18509be970d413a08617b8e5377dc3,tomato,Cercospora leaf spot,CC-BY,other
of1-0531,32d0d596eadb1af098b4fdc8318a9bdf1d3d2b80bc3d6fb5ea39343da988d820,tomato,Cercospora leaf spot,CC-BY,other
of1-0532,e22b63ce6806ab7675fb223b654674f5a13e524159fcd0d31aa9a78a4dc38429,tomato,Target Spot,CC0,Kaggle
of1-0533,ffa5c6712e5133fafc36b52e2ab51b38aa56e6815db1658574c8f7f67703b066,tomato,Target Spot,CC0,Kaggle
of1-0534,4d537575bc1dd9cd886526ee4a6de373f28757a22e10ab5fa7013f5c1d1e5586,tomato,Tomato leaf curl virus,CC-BY,Kaggle
of1-0535,6d188aa4e06eff3af5b1f8d438a16d2461c8bcc0db01aa222aa6350d478626e2,tomato,Tomato leaf curl virus,CC-BY,Kaggle
of1-0536,d612052f78a072a51474c44307b6e6d4988671564849e47d1d95e73aa72cb935,tomato,Tomato mosaic virus,CC-BY,other
of1-0537,48aa1c623323fe20dcfd07cac01727586252f909fa3ccb6acc25864c5ffa55da,tomato,Tomato mosaic virus,CC-BY,other
of1-0538,b6e4c20dd2f38b3366592e315251596471280a9da0331c17bad2815ca66ff61d,tomato,Unspecified mite damage,MIT,Kaggle
of1-0539,ce458a4763674c512ea93cbe6df17b32049a4d1615ca692d6ac3a32e2a2ea316,tomato,Unspecified mite damage,MIT,Kaggle
of1-0540,68bdfbd2c637949d91d881b98abd14950df917e8581dee42d245387444ae718c,vanilla,Black spot syndrome,CC-BY,Kaggle
of1-0541,5a9e730a8989b1b2f939f42bf51c8bc13071c98ea6276f19d7f9b08227aea373,vanilla,Black spot syndrome,CC-BY,Kaggle
of1-0542,3092461d820102074ace56a32cc64714edbd605db10695e0e3cfdd4de5b74a3d,vanilla,Red spot syndrome,CC-BY,Kaggle
of1-0543,e12cc6b8d59d275f7d60f1f9fd2f031d52ab31b00a468713ccd418c7116c7cae,vanilla,Red spot syndrome,CC-BY,Kaggle
of1-0544,d6cef1fe8383def25f55335ae2e37a6b891bbeefd4c8e8f36a840d03b952b06d,vanilla,Stem rot syndrome,CC-BY,Kaggle
of1-0545,f6479dc9cae543b1c10c7ea1453bb8497ab4f251d8f5bafe59695d830aabfe7d,vanilla,Stem rot syndrome,CC-BY,Kaggle
of1-0546,b5d7b81d4f067b755f5d11414dc641e33f09e385e806fd2c93963ca7cfe9d435,walnut,Anthracnose,CC-BY,other
of1-0547,863f9c8475265a0c1fbd77814f0cefa3abc965fe36d60078968a94f9e31872ff,walnut,Anthracnose,CC-BY,other
of1-0548,f60b7d7a58bb4c8964782a2ffcc21de06bd5ab7b0e9db2fd318c810c57b226cc,watermelon,Anthracnose,CC-BY,Kaggle
of1-0549,85604bb7799a24534530100ce6eafe909c684a83d0cb709514e9868953c050e9,watermelon,Anthracnose,CC-BY,Kaggle
of1-0550,909507e07447e4c77735e2697ab16dc3d843342c44163b672f373a7d0f5b5b2e,watermelon,Downy Mildew,MIT,Kaggle
of1-0551,070772aa27fa666813a553bd564070fecb339817a1b953c62b2e7d1951547065,watermelon,Downy Mildew,CC-BY,Kaggle
of1-0552,1daf361de080d4064bbffb88f56bfec864828d92e6b9f2ef06433aa828a8dfae,watermelon,Spider Mite Infestation,CC-BY,other
of1-0553,32070ffba2f8ebde79ba5b14eae40648f2312fad7a2280fedc228bbbda9c0948,watermelon,Spider Mite Infestation,CC-BY,other
of1-0554,287f20844440dab1457ba63d44385461d7a82eb8c47668da12f2634b291bd27a,watermelon,Watermelon Mosaic Virus,CC-BY,Kaggle
of1-0555,0892e98030dc5f5c3a62a5d93ebb17022eda2c5a3f70d4a8dbce8a2708993b22,watermelon,Watermelon Mosaic Virus,CC-BY,Kaggle
of1-0556,d7e2f5abc4fb3f1a4ced1908019701d4f200f8e84924d80ae0af2cf83df22b39,wheat,Flag smut,CC0,Kaggle
of1-0557,3d16e753fddedeedc85f31651b2edd991a04e139a928862bdbcdad60a0642776,wheat,Flag smut,CC0,Kaggle
of1-0558,5dd574d3787f0cefbca9e971fd11c42279c3be8da10878e7e4371d058012e215,wheat,Wheat stem fly,CC0,Kaggle
of1-0559,29b1bfc28ed9ba84052ff94bd60556530ee76a95466905c1c91882f3f76dd52c,wheat,Wheat stem fly,CC-BY,Roboflow
of1-0560,59c00fd46580e80af867beac804961508b38da61225c22a3143bcbe5f801978c,zucchini,Xanthomonas Bacterial Leaf Spot,CC-BY,other
of1-0561,5dbf5c64aa6fb6c61c63ba6ce36b1b8608b54658d98c6085fb1270182a57460c,zucchini,Xanthomonas Bacterial Leaf Spot,CC-BY,other
of1-0562,8fd5d42d6204a5ba36977fa1c3ae412652c2c5e2c3afa072021e1c6708306046,zucchini,Zucchini Yellow Mosaic Virus,CC-BY,other
of1-0563,05ebbb00207928405f1a6299927ce65ad866d4dbff83d6e9bf93a07c090fc1f0,zucchini,Zucchini Yellow Mosaic Virus,CC-BY,other
